N-500,N-800,N-1000,N-1200
0.805876478,0.823188594,0.835256195,0.839138695
0.80493093,0.822202927,0.834238236,0.837872908
0.803030471,0.820224666,0.832144322,0.835585731
0.80347513,0.820634074,0.832584199,0.836039165
0.801520119,0.818648379,0.830316482,0.833805706
0.809601016,0.826673376,0.838146396,0.841978378
0.811239458,0.827993404,0.839225594,0.843195362
0.810070897,0.826807943,0.838071928,0.842053303
0.807284765,0.824035559,0.834613687,0.838768747
0.811745195,0.828962439,0.838810309,0.843288706
0.810793648,0.828414228,0.837956425,0.84246655
0.806868966,0.824486433,0.834202098,0.838542561
0.807862389,0.825260956,0.83475574,0.839238209
0.805346414,0.822978058,0.832328407,0.836608667
0.801587073,0.819283458,0.828526983,0.832856232
0.797454094,0.815090009,0.824342684,0.828631495
0.793318304,0.810813842,0.820221071,0.8243271
