N=1000,N=1200
0.533277385,0.592236811
0.531731545,0.590401579
0.530632455,0.589285469
0.530781699,0.58996869
0.530831472,0.589004608
0.530159882,0.589666527
0.525561178,0.585653854
0.523705651,0.589848145
0.513817958,0.57782065
0.513220103,0.576994647
0.513369035,0.576539798
0.513667426,0.576136493
0.513211965,0.57512917
0.512605383,0.574876907
0.511417438,0.573961337
0.511426695,0.573218009
0.509603683,0.571962969
0.510307668,0.574355174
0.512839776,0.577492002
0.514254912,0.579521891
0.51587038,0.58116717
0.51920854,0.585643108
0.521601535,0.58820758
0.512897018,0.571468036
0.50584245,0.565129443
0.504724733,0.563768652
0.505160818,0.564422327
0.504363513,0.564023013
0.505373737,0.565306984
0.504643064,0.564433658
0.505926088,0.565794631
0.510254003,0.571898341
0.502408703,0.562352031
0.501538187,0.561998596
0.501317937,0.562644997
0.50267904,0.565240938
0.495124485,0.55704757
0.493925187,0.556085352
0.492334648,0.554747806
0.492642784,0.555238402
0.4867843,0.549575865
0.492720922,0.553940664
0.485931913,0.547618302
0.486931091,0.549101508
0.486089546,0.547944199
0.48603624,0.547877901
0.485836896,0.547656449
0.486057798,0.547993707
0.474686183,0.541959952
0.469229034,0.536164925
0.473258911,0.542372516
0.478695414,0.546299401
0.486225572,0.553817528
0.498992928,0.568084907
0.505992311,0.57594779
0.500784536,0.570030581
0.499432652,0.567420491
0.498129381,0.566717435
0.496353305,0.56458875
0.494732802,0.563010022
0.495358935,0.563965577
0.498308146,0.567126243
0.495962327,0.564903798
0.495464958,0.564264696
0.495361113,0.564265343
0.496240311,0.566458881
0.497996643,0.568616805
0.498692327,0.569487545
0.500560939,0.571213494
0.49954552,0.569187722
0.49990982,0.570115278
0.496769469,0.566243178
0.494150315,0.563301535
0.495561057,0.564164695
0.497497906,0.566544548
0.500569876,0.570366054
0.505222146,0.575993185
0.498039624,0.567679967
0.497845538,0.567865389
0.498626916,0.569026576
0.499248823,0.570229891
0.501042027,0.57301785
0.503271185,0.575014328
0.503026675,0.572917718
0.504797248,0.575187897
0.507039067,0.577997415
0.507768649,0.578925868
0.510552937,0.582019212
0.494254194,0.571102103
0.500147614,0.578311693
0.495029009,0.572724735
0.49511767,0.571948747
0.49511754,0.572120192
0.496711776,0.574212152
0.499717538,0.577455812
0.496483666,0.572267448
0.49692582,0.572385189
0.495268115,0.570729593
0.496130849,0.571749333
0.49095379,0.567036944
0.488635591,0.564024528
0.488679072,0.564547942
0.491933635,0.56736966
0.493996652,0.569596872
0.497869755,0.573582708
0.500971055,0.576804279
0.492054979,0.568937351
0.489563288,0.566716475
0.489071184,0.56674579
0.488881305,0.566592729
0.490276725,0.56817799
0.493691504,0.571672441
0.494337011,0.572082552
0.489757893,0.565879813
0.489944319,0.565829746
0.493889497,0.568355373
0.492258314,0.566728141
0.490431944,0.565302845
0.491207352,0.566200583
0.494286442,0.569274949
0.495623344,0.571118204
0.491106241,0.56361526
0.488955149,0.561626468
0.489455238,0.562780178
0.492710176,0.564806439
0.490673502,0.56327783
0.491292158,0.565176408
0.494309513,0.568649492
0.493966371,0.568628122
0.496302935,0.571327712
0.497961723,0.573990425
0.500918862,0.578073918
0.502366402,0.579769903
0.503445011,0.580853189
0.505574874,0.584556699
0.507679794,0.586642266
0.510505052,0.589905318
0.50285729,0.58234078
0.504560854,0.583253608
0.510604046,0.588233728
0.504649468,0.582960567
0.503829258,0.582094289
0.504554158,0.582957129
0.506251047,0.584938397
0.497764267,0.577689171
0.501351106,0.580377271
0.509744844,0.589152854
0.515017647,0.595599236
0.518746827,0.599462032
0.514649552,0.594372696
0.514606349,0.593618415
0.512857302,0.592806928
0.513368361,0.59319455
0.515866338,0.596360433
0.512473578,0.593703557
0.512442521,0.593793454
0.513490938,0.595056641
0.51224369,0.594548556
0.51238983,0.595270664
0.513815257,0.597184524
0.515855245,0.599172658
0.518281815,0.602750737
0.522180042,0.605762173
0.52369334,0.607202131
0.526572953,0.611038535
0.530008811,0.615257155
0.533256637,0.618838671
0.536898817,0.622770381
0.532351662,0.617768637
0.532398737,0.616957843
0.533306511,0.617393541
0.532914294,0.617129559
0.532276363,0.616646558
0.533585372,0.617456043
0.536063782,0.619967061
0.530265432,0.614752839
0.529059858,0.613722262
0.52925526,0.614305386
0.525723221,0.611375963
0.525358023,0.610863415
0.525550574,0.610869654
0.525948832,0.610749315
0.522689017,0.609481017
0.527938287,0.620196011
0.523712176,0.615830052
0.523386269,0.615152923
0.525014585,0.616524425
0.525607535,0.617047152
0.524021372,0.614979377
0.522735134,0.614443013
0.521590005,0.6123141
0.520694136,0.611836902
0.520893629,0.611970119
0.522691068,0.613764127
0.525824341,0.617013011
0.51534236,0.606578414
0.512513492,0.604315058
0.512620699,0.604186082
0.513497064,0.604852882
0.512168013,0.603219274
0.512151474,0.603363315
0.512651898,0.603689094
0.515574337,0.605808566
0.514902372,0.60585563
0.516068304,0.607553875
0.516094781,0.608007233
0.516309146,0.60830645
0.517325291,0.609823727
0.517120839,0.610036502
0.51850586,0.611379548
0.518262522,0.61145957
0.520116194,0.613265699
0.52157719,0.614802573
0.516329481,0.609256536
0.513410439,0.607754664
0.513897806,0.609002298
0.512003179,0.606698163
0.511845802,0.606657547
0.512513256,0.607035334
0.512903703,0.608069464
0.513754082,0.609649184
0.514889315,0.61080777
0.515713937,0.613870393
0.515484689,0.613422508
0.516809331,0.61588045
0.517351221,0.616531399
0.517122914,0.615810728
0.518415336,0.61757387
0.521123821,0.620042363
0.524595705,0.623008265
0.516108064,0.612231535
0.514692717,0.611275604
0.514182171,0.611358734
0.515046391,0.612255051
0.517273674,0.61521003
0.51927639,0.617185527
0.519167703,0.616877186
0.52045965,0.618620931
0.52283263,0.621950846
0.521171701,0.620303127
0.520735772,0.619096964
0.520135722,0.618401324
0.518495818,0.616480213
0.517975649,0.616161689
0.517872119,0.616224141
0.519982952,0.617473962
0.518804701,0.616666542
0.519922267,0.618641421
0.520553335,0.619518373
0.522247476,0.621216454
0.522924236,0.621883921
0.52408886,0.622984744
0.525782615,0.625032565
0.526503246,0.625822469
0.526336053,0.625502863
0.527531744,0.626338924
0.528584203,0.627127981
0.528430836,0.627060086
0.52772377,0.625462767
0.530128499,0.627073583
0.533631474,0.62970746
0.532636554,0.628537971
0.531585586,0.626217959
0.532843059,0.626348309
0.531935291,0.625826541
0.531967851,0.626066969
0.533029677,0.626481318
0.53557943,0.62841075
0.529177615,0.62208032
0.526850491,0.620694433
0.527384679,0.620890589
0.525290169,0.618007659
0.522975677,0.617222699
0.523408812,0.61762791
0.513635024,0.612213969
0.507679189,0.606773047
0.503393055,0.602271569
0.501886386,0.60286776
0.500374354,0.601568586
0.500588616,0.601735949
0.499744216,0.600913626
0.499932353,0.60074807
0.500984265,0.601854498
0.499049435,0.599526315
0.497733466,0.598602176
0.496840057,0.598869536
0.497563657,0.600176638
0.499108578,0.601897412
0.500412637,0.603611397
0.494236815,0.595486968
0.495764365,0.596399004
0.493833735,0.594047817
0.494158668,0.594338723
0.495510683,0.595820471
0.49609315,0.59672511
0.498164499,0.598762757
0.5015305,0.602227236
0.505424509,0.607536821
0.508343425,0.611471172
0.512182229,0.616774102
0.516642445,0.621837051
0.51380593,0.620143287
0.50586867,0.610929643
0.511743636,0.615298633
0.511520446,0.614889755
0.524959878,0.632153592
0.529764178,0.635852507
0.530632393,0.635624938
0.537892001,0.646540753
0.552910778,0.66345324
0.547518381,0.657868204
0.5482752,0.658543905
0.547376016,0.656910874
0.54698262,0.655488483
0.545106126,0.654310508
0.545289138,0.654463094
0.54299789,0.651411346
0.54360368,0.651727202
0.538494978,0.646511714
0.536283066,0.644138672
0.540070746,0.648003397
0.536947435,0.644816268
0.537660962,0.645795347
0.542990901,0.65161454
0.557013497,0.667023514
0.564283236,0.674265902
0.580323463,0.692364609
0.590259722,0.701802572
0.590778006,0.700998423
0.594595107,0.704618154
0.596775384,0.707158561
0.593966439,0.702500677
0.593025375,0.699703172
0.592840247,0.699648829
0.586798657,0.693102178
0.576140272,0.682500286
0.58653911,0.696773814
0.601371144,0.711057628
0.625947549,0.739237773
0.632144919,0.743757841
0.649029801,0.762035307
0.664406714,0.776344078
0.652937977,0.761742486
0.668548399,0.788398199
0.691212139,0.812597027
0.709591377,0.828518369
0.694553372,0.807718028
0.684626653,0.793735566
0.684841313,0.790390983
0.687011051,0.790891813
0.68333387,0.786706201
0.682616435,0.786274323
0.682430852,0.786984866
0.679360351,0.783803264
0.680830425,0.786437294
0.685778773,0.79402685
0.683589739,0.788654829
0.685207639,0.789913435
0.683483179,0.786342138
0.681776384,0.78589469
0.682609422,0.787171128
0.686573699,0.792594904
0.687799132,0.79296069
0.687041788,0.790913382
0.686794724,0.790098934
0.688157924,0.793440187
0.689012498,0.794042151
0.693158948,0.800156509
0.69910872,0.80886172
0.70614912,0.818577908
0.715217227,0.834087209
0.686935538,0.781323266
0.68464623,0.779902583
0.684787662,0.779480101
0.684446257,0.779165761
0.684215474,0.77925379
0.683709735,0.77856293
0.683512962,0.779437246
0.684099025,0.780062655
0.686172071,0.782553309
0.690988684,0.790969859
0.697922592,0.803625905
0.701455101,0.807404133
0.709009116,0.819351949
0.717409519,0.833004877
