N-500,N-800,N-1000,N-1200
0.488225552,0.475033834,0.463696692,0.494190748
0.482111516,0.46843305,0.456730197,0.486631268
0.478383976,0.465654991,0.454271612,0.484236397
0.481629761,0.466996643,0.456527092,0.486814966
0.482947641,0.46853468,0.459027242,0.489198637
0.479902591,0.466059647,0.455977596,0.486818744
0.481471072,0.466246559,0.455943074,0.487064997
0.48350669,0.468307645,0.457726478,0.487858653
0.49261455,0.478036423,0.465310229,0.497403134
0.480051243,0.46591794,0.453695509,0.483424343
0.476039459,0.464540927,0.452289363,0.482255118
0.479691671,0.468934673,0.458460623,0.488452661
0.486552668,0.474305748,0.466563658,0.498259547
0.481050266,0.469361909,0.463254191,0.494552869
0.475961369,0.465581823,0.460607298,0.489269937
0.466939979,0.457044216,0.451368879,0.481532745
0.468431759,0.457890691,0.452481106,0.48177788
0.458895339,0.448595111,0.43859942,0.469602069
0.473246927,0.459503637,0.44955957,0.478703089
0.465539372,0.450958785,0.440430468,0.47124679
0.463960623,0.450684782,0.439107334,0.470490145
0.462717719,0.450077014,0.438179832,0.470649106
0.462039926,0.449015064,0.43544392,0.468394482
0.472322262,0.460763923,0.44564544,0.476642556
0.482041637,0.470611737,0.457518619,0.485654557
0.480742098,0.469967324,0.456288361,0.48456453
0.475534479,0.466916204,0.451842953,0.481800133
0.476525107,0.469109973,0.456414469,0.484437193
0.465126446,0.458381845,0.441078429,0.471731347
0.462957518,0.456801255,0.439253132,0.469820054
0.460833431,0.455819563,0.437850593,0.468781219
0.460056258,0.455520093,0.437658837,0.468270254
0.460621055,0.455785925,0.438330058,0.468666317
0.462818103,0.457898166,0.440910135,0.471873665
0.466140857,0.461425406,0.444296741,0.476026735
0.462350673,0.456116277,0.439017934,0.471905517
0.461792906,0.455799954,0.439113247,0.472020454
0.46208618,0.456125458,0.439362144,0.472365991
0.460423355,0.45588773,0.439613259,0.471828817
0.460790249,0.455766121,0.441280682,0.472212901
0.462327656,0.457936803,0.444288578,0.475347768
0.460269312,0.45517884,0.441536436,0.470737182
0.459952156,0.45479688,0.44155668,0.47066482
0.454897259,0.447725313,0.43493251,0.464472088
0.455798417,0.448431539,0.435284075,0.464321427
0.454201666,0.447321349,0.434208062,0.463070533
0.454754388,0.446585105,0.4342528,0.462891923
0.455226551,0.44689456,0.433787851,0.463068814
0.45473796,0.446272934,0.433570611,0.462374373
0.453556602,0.445683662,0.433324577,0.461731225
0.453279703,0.445664345,0.432929466,0.462541654
0.462503056,0.454285489,0.439525306,0.469461213
0.46887127,0.459315918,0.444506017,0.473796008
0.464471128,0.455150156,0.440316858,0.469766052
0.466995624,0.455644877,0.439547267,0.470415238
0.460422688,0.449881682,0.434273328,0.464675771
0.461698528,0.451268381,0.435689694,0.466426839
0.460770272,0.448662999,0.435506192,0.465352625
0.460502046,0.449079579,0.435597045,0.465762142
0.461590501,0.450723996,0.436029516,0.467044558
0.459619351,0.448188582,0.433800339,0.464310649
0.459330853,0.448258974,0.433296046,0.464046707
0.459193429,0.44888206,0.434011983,0.464357681
0.458607579,0.448987099,0.433468316,0.464376633
0.460387142,0.449717709,0.436258669,0.464920317
0.449773853,0.439534686,0.425076918,0.454600003
0.455950569,0.439989419,0.427100137,0.456707098
0.452413417,0.43796639,0.424433573,0.454374121
0.456523485,0.440783365,0.426885163,0.457010494
0.463053128,0.444654172,0.431979291,0.461394222
0.456455633,0.440593379,0.42675238,0.456557228
0.455701807,0.441263168,0.427078096,0.456963853
0.456923991,0.443435669,0.429535187,0.459188386
0.459377379,0.445828276,0.431566061,0.461767024
0.462409029,0.449568756,0.435814846,0.46626861
0.468618543,0.454724871,0.442396885,0.472500008
0.452813375,0.443572215,0.432298129,0.462339034
0.457904113,0.447804766,0.435652895,0.464776344
0.459361806,0.449020375,0.436964594,0.465650912
0.457837229,0.44842723,0.435830452,0.464170213
0.457860834,0.448511034,0.436048943,0.464098298
0.458827299,0.449028555,0.436382004,0.464421109
0.458130316,0.448334319,0.435700072,0.463468801
0.458936036,0.450212095,0.436748586,0.464650362
0.462671239,0.453293083,0.440348016,0.46898451
0.464697162,0.454734014,0.441755551,0.470970095
0.468803656,0.45899387,0.446410869,0.474791699
0.463662805,0.45685617,0.443853373,0.471892036
0.464246835,0.457158736,0.444296395,0.472792348
0.465208322,0.457248865,0.444717671,0.473306694
0.466462558,0.459708519,0.445755139,0.474846201
0.470483869,0.464128025,0.449950683,0.478825865
0.471194359,0.464946593,0.450945549,0.479928367
0.469100478,0.459231983,0.44508704,0.474760814
0.468528965,0.459212269,0.445040382,0.474695981
0.465727911,0.457846763,0.444136927,0.473486598
0.467718736,0.460828923,0.449205276,0.477078779
0.466042782,0.460133453,0.449095841,0.476419426
0.464604196,0.458855032,0.447929113,0.47463114
0.462344325,0.457471131,0.445852067,0.47362454
0.464011452,0.458473112,0.447675404,0.475351867
0.463477669,0.45789982,0.447849754,0.475471028
0.464036277,0.458783659,0.44844073,0.476530586
0.462762346,0.457511255,0.44813264,0.475433422
0.462659758,0.457691062,0.447903278,0.47597543
0.465291216,0.462161608,0.454126998,0.482990289
0.471577042,0.468701006,0.462208322,0.491287013
0.472532486,0.469183451,0.462852555,0.492597938
0.473650014,0.470244326,0.464468882,0.493920413
0.464770041,0.462672198,0.455998524,0.484343044
0.478402737,0.476313221,0.468696093,0.496249734
0.468853131,0.46738629,0.458760492,0.486460635
0.467965858,0.466792292,0.457200604,0.485253366
0.468968013,0.468298489,0.458465464,0.48659918
0.458905455,0.462885107,0.449844755,0.478588654
0.476281166,0.479023555,0.466110019,0.49423796
0.465538146,0.467184354,0.454400271,0.482738083
0.464165927,0.466000111,0.452403173,0.481131985
0.466360916,0.469734781,0.455322909,0.484397995
0.454257199,0.456262073,0.445196279,0.463590687
0.444736843,0.447073567,0.435601368,0.454798069
0.443121794,0.446106986,0.433841993,0.453494738
0.44133488,0.443721935,0.431735576,0.451130881
0.441512999,0.443552085,0.431592648,0.450876604
0.441128935,0.443546046,0.432923335,0.452778907
0.439365231,0.443177649,0.431934322,0.451678115
0.442144398,0.444557039,0.433355848,0.453705146
0.447088689,0.448493131,0.438890773,0.458041009
0.453190465,0.45477371,0.444235785,0.463846878
0.454958786,0.457421894,0.445874035,0.46626807
0.458340166,0.461116289,0.449538149,0.470301539
0.461908727,0.465540435,0.454526002,0.473881668
0.464183323,0.468429488,0.45695604,0.4761885
0.466440817,0.473783047,0.460904267,0.479319196
0.470576036,0.477711983,0.465273312,0.484111638
0.477623569,0.483499864,0.470784696,0.489457606
0.481918072,0.488071779,0.475568013,0.493895356
0.474321606,0.48192522,0.467869703,0.487362016
0.472697396,0.47995447,0.466867258,0.485049422
0.476874956,0.481254596,0.470342323,0.488341952
0.47656648,0.480999382,0.469987703,0.487249498
0.47985694,0.48306809,0.470787779,0.4895464
0.485802922,0.48932513,0.475605246,0.49453107
0.481363215,0.484068178,0.470712952,0.490234673
0.480420914,0.484568327,0.470768897,0.490376751
0.478784283,0.482104956,0.469292007,0.488971663
0.483660906,0.486623121,0.473890374,0.493111021
0.491388533,0.492817112,0.479834675,0.499507271
0.479403827,0.482638203,0.468931121,0.490614585
0.478560532,0.481572265,0.466690282,0.489725873
0.482761367,0.484278447,0.470393048,0.493581814
0.490196241,0.489830105,0.475866046,0.500322679
0.484820789,0.485510984,0.473739709,0.497321275
0.485389304,0.485549903,0.474645871,0.498423097
0.491009676,0.487877904,0.478678346,0.502693175
0.490161064,0.487503303,0.478611685,0.501270853
0.491937008,0.488763706,0.480442858,0.503876849
0.485327495,0.484936331,0.475084519,0.50044539
0.484249029,0.484299438,0.474464428,0.499595362
0.483824908,0.483558239,0.473738098,0.499029672
0.488394629,0.486980609,0.477032083,0.502951948
0.480843995,0.481979585,0.472778782,0.497497182
0.479820023,0.481662927,0.472231086,0.496963889
0.47622275,0.475847253,0.469316349,0.491890153
0.471236722,0.470850953,0.4648142,0.486697006
0.469967677,0.470716082,0.463974067,0.486707593
0.461426447,0.469622939,0.453250946,0.476006609
0.466519449,0.473454995,0.456368026,0.479067444
0.45539235,0.464290246,0.445810217,0.469284944
0.454860798,0.464778943,0.445584392,0.469812194
0.459263516,0.468467951,0.449048113,0.473365862
0.472835697,0.483827902,0.459184606,0.485568852
0.470748431,0.481839502,0.45758725,0.483164711
0.466070773,0.476161891,0.452494158,0.478548246
0.46646423,0.477008185,0.453745014,0.4795248
0.46430121,0.474388166,0.451208555,0.477392063
0.464128902,0.474159848,0.45094307,0.477126033
0.464113936,0.474515874,0.451267418,0.478010277
0.462186712,0.471988945,0.449506823,0.475557963
0.461220318,0.470532284,0.448444909,0.47464078
0.462341478,0.472188512,0.448791014,0.475539018
0.463717281,0.474162283,0.450498913,0.477593151
0.464882703,0.475483155,0.451262802,0.478387226
