N-500,N-800,N-1000,N-1200
0.806136846,0.792849315,0.801291126,0.79129878
0.803784756,0.791382094,0.799408362,0.789608923
0.80604064,0.793674736,0.801937686,0.790900258
0.805849059,0.793564818,0.801780881,0.790817024
0.803868417,0.79159386,0.799983558,0.789032705
0.804817523,0.79410425,0.801241142,0.790359332
0.802956189,0.791812577,0.799293721,0.788472304
0.80277498,0.790988526,0.79774407,0.787422985
0.802057867,0.790248017,0.796774672,0.786637987
0.802292947,0.790947825,0.796892706,0.786181347
0.803654855,0.791446021,0.797527232,0.786396363
0.804025847,0.792779574,0.797829841,0.786120195
0.802297537,0.790888757,0.795772098,0.784274184
0.800807773,0.789870375,0.794388962,0.782924223
0.798995827,0.787388239,0.792203262,0.781180329
0.799965394,0.787466654,0.792246003,0.782291155
0.799642851,0.786755095,0.790760777,0.780807947
0.800232001,0.787993621,0.791790313,0.782093329
0.797700666,0.7860602,0.788978068,0.77970525
0.796969007,0.785413596,0.788009548,0.778679205
0.794787798,0.783514472,0.785817186,0.776180796
0.794251995,0.782644094,0.7851308,0.775383823
0.794486086,0.782411412,0.785548944,0.775981677
0.795141183,0.78330719,0.78630763,0.777317418
0.795688988,0.784200625,0.7875396,0.778805393
0.810088525,0.799874801,0.805920412,0.799044517
0.809532115,0.799622918,0.805933096,0.798604735
0.808433739,0.798747252,0.805015212,0.797908474
0.809434138,0.799998424,0.807070227,0.797969095
0.80784346,0.799003521,0.80606956,0.796963212
0.812516077,0.803283675,0.810402417,0.800806277
0.811036855,0.802213595,0.809166333,0.799604056
0.811080792,0.802643904,0.809584368,0.799747763
0.810774726,0.802164944,0.809126875,0.799204693
0.810859285,0.802257421,0.809275773,0.798121845
0.809022289,0.800525281,0.807755588,0.796624135
0.808011739,0.799529903,0.806834883,0.795748483
0.806232637,0.797828245,0.805302747,0.793950169
0.807235975,0.799409511,0.805533629,0.794094632
0.805499941,0.797770083,0.803930641,0.79234766
0.806488612,0.798938936,0.805002474,0.792367805
0.805669991,0.798288533,0.804527563,0.791999253
0.805475148,0.797898695,0.804656939,0.792132502
0.804061772,0.797849129,0.804414365,0.792100186
0.802706888,0.796862455,0.803063231,0.790922994
0.800779457,0.795212177,0.80068667,0.78870212
0.798450208,0.793363505,0.799014407,0.7868333
0.796398591,0.791225232,0.79701104,0.784995231
0.797801377,0.792645526,0.798527156,0.785477231
0.798198963,0.793150702,0.799042097,0.7869378
0.799580936,0.794857074,0.80061936,0.789069139
0.800525235,0.79568852,0.801505545,0.789897766
0.801518445,0.797231997,0.802218462,0.790732262
0.799153467,0.794853689,0.800189882,0.788652762
0.799778174,0.79596009,0.801449975,0.789500686
0.80006495,0.796435595,0.802442384,0.790319593
0.800454425,0.797017429,0.802941463,0.791014533
0.803869461,0.799349934,0.806081662,0.794007072
0.802585579,0.798391407,0.804959997,0.793066945
0.802390535,0.798798495,0.805368106,0.793303165
0.802561149,0.798875699,0.805361735,0.793240219
0.800942326,0.797006849,0.803771821,0.791263262
0.800538036,0.796265151,0.80319068,0.790422797
0.799434842,0.79554318,0.802146962,0.78940623
0.79852685,0.794817473,0.800441653,0.788045006
0.796721005,0.793385162,0.799161456,0.786807134
0.797037151,0.793663165,0.800212304,0.787043759
0.798051934,0.794784267,0.801533286,0.787911921
0.799690728,0.793015439,0.802213815,0.788604335
0.7986032,0.791849105,0.80108486,0.787599567
0.798355669,0.791757454,0.800966582,0.787517988
0.796395412,0.790252171,0.799231599,0.785873001
0.796078742,0.79007309,0.798774981,0.78554839
0.795535689,0.790090054,0.798429559,0.785139285
0.794848894,0.789833526,0.798036549,0.784870881
0.793051181,0.788196936,0.79591882,0.783021254
0.791872313,0.786935292,0.794553784,0.781816185
0.791141562,0.7860835,0.794053796,0.781402322
0.789187719,0.784303854,0.792280878,0.779725923
0.78916644,0.784807095,0.793766715,0.781363852
0.788359704,0.78393155,0.79304366,0.78049646
0.786710427,0.782005124,0.790904135,0.778615428
0.78799771,0.783154274,0.792358581,0.779025177
0.786728348,0.782157334,0.791905872,0.777566468
0.785517529,0.780355015,0.790369083,0.776149461
0.784568173,0.77958379,0.789766752,0.775356813
0.782667863,0.778050479,0.78805302,0.773632888
0.780792147,0.776482778,0.78657458,0.77182666
0.780262779,0.776025615,0.786070459,0.771503308
0.778008387,0.774479329,0.784298971,0.769578168
0.778873231,0.775256561,0.784719991,0.769016406
